Contributor,Arms,Times,Volume,Study,ID,Tumor,Disease_Type
Source_1,Carboplatin,25,222.4,S_101,K16669_010-1082,K16669_10,Invasive breast carcinoma
Source_1,Carboplatin,29,142.3,S_101,K16669_010-1082,K16669_10,Invasive breast carcinoma
Source_1,Carboplatin,1,207.2,S_101,K16669_010-1087,K16669_10,Invasive breast carcinoma
Source_1,Carboplatin,4,157.6,S_101,K16669_010-1087,K16669_10,Invasive breast carcinoma
Source_1,Carboplatin,8,147,S_101,K16669_010-1087,K16669_10,Invasive breast carcinoma
Source_1,Carboplatin,11,147.2,S_101,K16669_010-1087,K16669_10,Invasive breast carcinoma
Source_1,Carboplatin,15,131.4,S_101,K16669_010-1087,K16669_10,Invasive breast carcinoma
Source_1,Carboplatin,18,150,S_101,K16669_010-1087,K16669_10,Invasive breast carcinoma
Source_1,Carboplatin,22,182.2,S_101,K16669_010-1087,K16669_10,Invasive breast carcinoma
Source_1,Carboplatin,25,219.9,S_101,K16669_010-1087,K16669_10,Invasive breast carcinoma
Source_1,Carboplatin,29,146.1,S_101,K16669_010-1087,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,1,182.8,S_101,K16669_010-1070,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,4,238.8,S_101,K16669_010-1070,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,8,244.9,S_101,K16669_010-1070,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,11,197.4,S_101,K16669_010-1070,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,15,244.6,S_101,K16669_010-1070,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,18,239,S_101,K16669_010-1070,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,22,308.5,S_101,K16669_010-1070,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,25,366.9,S_101,K16669_010-1070,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,29,364.4,S_101,K16669_010-1070,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,1,144.8,S_101,K16669_010-1080,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,4,143.9,S_101,K16669_010-1080,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,8,133.7,S_101,K16669_010-1080,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,11,143.7,S_101,K16669_010-1080,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,15,158.4,S_101,K16669_010-1080,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,18,202.6,S_101,K16669_010-1080,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,22,249.1,S_101,K16669_010-1080,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,25,187,S_101,K16669_010-1080,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,29,226.5,S_101,K16669_010-1080,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,1,197.8,S_101,K16669_010-1097,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,4,161.3,S_101,K16669_010-1097,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,8,197.9,S_101,K16669_010-1097,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,11,257.9,S_101,K16669_010-1097,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,15,243.5,S_101,K16669_010-1097,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,18,237.3,S_101,K16669_010-1097,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,22,238,S_101,K16669_010-1097,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,25,275,S_101,K16669_010-1097,K16669_10,Invasive breast carcinoma
Source_1,Romidepsin,29,326.7,S_101,K16669_010-1097,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,1,254.5,S_101,K16669_010-1067,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,4,273.1,S_101,K16669_010-1067,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,8,179.6,S_101,K16669_010-1067,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,11,164.5,S_101,K16669_010-1067,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,15,173.7,S_101,K16669_010-1067,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,18,154.5,S_101,K16669_010-1067,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,22,155.8,S_101,K16669_010-1067,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,25,144.6,S_101,K16669_010-1067,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,29,208.9,S_101,K16669_010-1067,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,1,102.2,S_101,K16669_010-1078,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,4,90.4,S_101,K16669_010-1078,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,8,115,S_101,K16669_010-1078,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,11,108,S_101,K16669_010-1078,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,15,92.3,S_101,K16669_010-1078,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,18,97,S_101,K16669_010-1078,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,22,84,S_101,K16669_010-1078,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,25,103,S_101,K16669_010-1078,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,29,113.7,S_101,K16669_010-1078,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,1,147.9,S_101,K16669_010-1113,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,4,123.8,S_101,K16669_010-1113,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,8,162.6,S_101,K16669_010-1113,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,11,136.9,S_101,K16669_010-1113,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,15,121.1,S_101,K16669_010-1113,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,18,115.9,S_101,K16669_010-1113,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,22,127.8,S_101,K16669_010-1113,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,25,107.4,S_101,K16669_010-1113,K16669_10,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,29,161.6,S_101,K16669_010-1113,K16669_10,Invasive breast carcinoma
Source_1,Control,1,243.1,S_024,Unknown_024-1370,Unknown_24,Invasive breast carcinoma
Source_1,Control,4,291.3,S_024,Unknown_024-1370,Unknown_24,Invasive breast carcinoma
Source_1,Control,8,256,S_024,Unknown_024-1370,Unknown_24,Invasive breast carcinoma
Source_1,Control,11,322.1,S_024,Unknown_024-1370,Unknown_24,Invasive breast carcinoma
Source_1,Control,15,286.9,S_024,Unknown_024-1370,Unknown_24,Invasive breast carcinoma
Source_1,Control,18,309.4,S_024,Unknown_024-1370,Unknown_24,Invasive breast carcinoma
Source_1,Control,22,337.9,S_024,Unknown_024-1370,Unknown_24,Invasive breast carcinoma
Source_1,Control,25,484.6,S_024,Unknown_024-1370,Unknown_24,Invasive breast carcinoma
Source_1,Control,29,481.2,S_024,Unknown_024-1370,Unknown_24,Invasive breast carcinoma
Source_1,Control,1,149.5,S_024,Unknown_024-1382,Unknown_24,Invasive breast carcinoma
Source_1,Control,4,156.2,S_024,Unknown_024-1382,Unknown_24,Invasive breast carcinoma
Source_1,Control,8,144.9,S_024,Unknown_024-1382,Unknown_24,Invasive breast carcinoma
Source_1,Control,11,154.6,S_024,Unknown_024-1382,Unknown_24,Invasive breast carcinoma
Source_1,Control,15,187.9,S_024,Unknown_024-1382,Unknown_24,Invasive breast carcinoma
Source_1,Control,18,202.3,S_024,Unknown_024-1382,Unknown_24,Invasive breast carcinoma
Source_1,Control,22,226.7,S_024,Unknown_024-1382,Unknown_24,Invasive breast carcinoma
Source_1,Control,25,259.4,S_024,Unknown_024-1382,Unknown_24,Invasive breast carcinoma
Source_1,Control,29,257.9,S_024,Unknown_024-1382,Unknown_24,Invasive breast carcinoma
Source_1,Control,1,174,S_024,Unknown_024-1394,Unknown_24,Invasive breast carcinoma
Source_1,Control,4,198.8,S_024,Unknown_024-1394,Unknown_24,Invasive breast carcinoma
Source_1,Control,8,233.3,S_024,Unknown_024-1394,Unknown_24,Invasive breast carcinoma
Source_1,Control,11,239.9,S_024,Unknown_024-1394,Unknown_24,Invasive breast carcinoma
Source_1,Control,15,241.8,S_024,Unknown_024-1394,Unknown_24,Invasive breast carcinoma
Source_1,Control,18,213.8,S_024,Unknown_024-1394,Unknown_24,Invasive breast carcinoma
Source_1,Control,22,231.5,S_024,Unknown_024-1394,Unknown_24,Invasive breast carcinoma
Source_1,Control,25,246.1,S_024,Unknown_024-1394,Unknown_24,Invasive breast carcinoma
Source_1,Control,29,294.2,S_024,Unknown_024-1394,Unknown_24,Invasive breast carcinoma
Source_1,Control,1,292.8,S_024,Unknown_024-1405,Unknown_24,Invasive breast carcinoma
Source_1,Control,4,309.1,S_024,Unknown_024-1405,Unknown_24,Invasive breast carcinoma
Source_1,Control,8,302.5,S_024,Unknown_024-1405,Unknown_24,Invasive breast carcinoma
Source_1,Control,11,313.2,S_024,Unknown_024-1405,Unknown_24,Invasive breast carcinoma
Source_1,Control,15,290.4,S_024,Unknown_024-1405,Unknown_24,Invasive breast carcinoma
Source_1,Control,18,339.6,S_024,Unknown_024-1405,Unknown_24,Invasive breast carcinoma
Source_1,Control,22,291.6,S_024,Unknown_024-1405,Unknown_24,Invasive breast carcinoma
Source_1,Control,25,341.1,S_024,Unknown_024-1405,Unknown_24,Invasive breast carcinoma
Source_1,Control,29,468,S_024,Unknown_024-1405,Unknown_24,Invasive breast carcinoma
Source_1,Control,1,138.9,S_024,Unknown_024-1406,Unknown_24,Invasive breast carcinoma
Source_1,Control,4,133.3,S_024,Unknown_024-1406,Unknown_24,Invasive breast carcinoma
Source_1,Control,8,143.7,S_024,Unknown_024-1406,Unknown_24,Invasive breast carcinoma
Source_1,Control,11,156.8,S_024,Unknown_024-1406,Unknown_24,Invasive breast carcinoma
Source_1,Control,15,146.5,S_024,Unknown_024-1406,Unknown_24,Invasive breast carcinoma
Source_1,Control,18,175.1,S_024,Unknown_024-1406,Unknown_24,Invasive breast carcinoma
Source_1,Control,22,152.8,S_024,Unknown_024-1406,Unknown_24,Invasive breast carcinoma
Source_1,Control,25,250.2,S_024,Unknown_024-1406,Unknown_24,Invasive breast carcinoma
Source_1,Control,29,216.2,S_024,Unknown_024-1406,Unknown_24,Invasive breast carcinoma
Source_1,Control,1,246.5,S_024,Unknown_024-1419,Unknown_24,Invasive breast carcinoma
Source_1,Control,4,275.2,S_024,Unknown_024-1419,Unknown_24,Invasive breast carcinoma
Source_1,Control,8,277,S_024,Unknown_024-1419,Unknown_24,Invasive breast carcinoma
Source_1,Control,11,276,S_024,Unknown_024-1419,Unknown_24,Invasive breast carcinoma
Source_1,Control,15,218.1,S_024,Unknown_024-1419,Unknown_24,Invasive breast carcinoma
Source_1,Control,18,272.1,S_024,Unknown_024-1419,Unknown_24,Invasive breast carcinoma
Source_1,Control,22,405.9,S_024,Unknown_024-1419,Unknown_24,Invasive breast carcinoma
Source_1,Control,25,308.4,S_024,Unknown_024-1419,Unknown_24,Invasive breast carcinoma
Source_1,Control,29,320.2,S_024,Unknown_024-1419,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,1,129,S_024,Unknown_024-1385,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,4,179.3,S_024,Unknown_024-1385,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,8,168.7,S_024,Unknown_024-1385,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,11,146.6,S_024,Unknown_024-1385,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,15,148.6,S_024,Unknown_024-1385,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,18,157.7,S_024,Unknown_024-1385,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,22,153.3,S_024,Unknown_024-1385,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,25,187.1,S_024,Unknown_024-1385,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,29,156.3,S_024,Unknown_024-1385,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,1,243.4,S_024,Unknown_024-1390,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,4,240.5,S_024,Unknown_024-1390,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,8,236.8,S_024,Unknown_024-1390,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,11,257.2,S_024,Unknown_024-1390,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,15,218.3,S_024,Unknown_024-1390,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,18,256,S_024,Unknown_024-1390,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,22,208.8,S_024,Unknown_024-1390,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,25,301.7,S_024,Unknown_024-1390,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,29,238.7,S_024,Unknown_024-1390,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,1,272.3,S_024,Unknown_024-1426,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,4,203.7,S_024,Unknown_024-1426,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,8,207.9,S_024,Unknown_024-1426,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,11,265.1,S_024,Unknown_024-1426,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,15,240.1,S_024,Unknown_024-1426,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,18,199.3,S_024,Unknown_024-1426,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,22,217.7,S_024,Unknown_024-1426,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,25,191.1,S_024,Unknown_024-1426,Unknown_24,Invasive breast carcinoma
Source_1,Carboplatin,29,216.4,S_024,Unknown_024-1426,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,1,262.4,S_024,Unknown_024-1384,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,4,222.7,S_024,Unknown_024-1384,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,8,280.6,S_024,Unknown_024-1384,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,11,238.2,S_024,Unknown_024-1384,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,15,229.4,S_024,Unknown_024-1384,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,18,224.1,S_024,Unknown_024-1384,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,22,245.7,S_024,Unknown_024-1384,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,25,269.2,S_024,Unknown_024-1384,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,29,282.7,S_024,Unknown_024-1384,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,1,279,S_024,Unknown_024-1388,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,4,317.2,S_024,Unknown_024-1388,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,8,327.7,S_024,Unknown_024-1388,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,11,315,S_024,Unknown_024-1388,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,15,307.5,S_024,Unknown_024-1388,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,18,274.3,S_024,Unknown_024-1388,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,22,393.2,S_024,Unknown_024-1388,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,25,409.7,S_024,Unknown_024-1388,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,29,420.4,S_024,Unknown_024-1388,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,1,137.2,S_024,Unknown_024-1396,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,4,192.8,S_024,Unknown_024-1396,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,8,236.7,S_024,Unknown_024-1396,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,11,244.6,S_024,Unknown_024-1396,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,15,222.4,S_024,Unknown_024-1396,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,18,251.5,S_024,Unknown_024-1396,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,22,358.5,S_024,Unknown_024-1396,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,25,340.2,S_024,Unknown_024-1396,Unknown_24,Invasive breast carcinoma
Source_1,Romidepsin,29,341.6,S_024,Unknown_024-1396,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,1,207.8,S_024,Unknown_024-1383,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,4,223.8,S_024,Unknown_024-1383,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,8,260.8,S_024,Unknown_024-1383,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,11,191.5,S_024,Unknown_024-1383,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,15,159.4,S_024,Unknown_024-1383,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,18,163.4,S_024,Unknown_024-1383,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,22,226.6,S_024,Unknown_024-1383,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,25,238.9,S_024,Unknown_024-1383,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,29,283.3,S_024,Unknown_024-1383,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,1,197.2,S_024,Unknown_024-1389,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,4,195,S_024,Unknown_024-1389,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,1,222.2,S_024,Unknown_024-1401,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,4,306.2,S_024,Unknown_024-1401,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,8,172.5,S_024,Unknown_024-1401,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,11,188.4,S_024,Unknown_024-1401,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,15,207.6,S_024,Unknown_024-1401,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,18,188.6,S_024,Unknown_024-1401,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,22,310.3,S_024,Unknown_024-1401,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,25,249.5,S_024,Unknown_024-1401,Unknown_24,Invasive breast carcinoma
Source_1,Carbo+Romidepsin,29,214,S_024,Unknown_024-1401,Unknown_24,Invasive breast carcinoma
